video_id,video_url,timestamp_url,question_number,start_time,end_time,question
_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4&t=403,3,403,525,आत्मबोध कैसे हो? कभी-कभी मन बहुत बेचैन हो जाता है।
_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4&t=525,4,525,638,आपकी वाणी से बहुत उत्साह मिलता है।
_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4&t=638,5,638,757,"मान-अपमान, लाभ-हानि, सुख-दुख और क्रोध में भी अपने मन को कैसे स्थिर रखें?"
_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4&t=757,6,757,903,"अगर भगवान हमारे सामने आ जाएं, तो हम उन्हें कैसे पहचानेंगे?"
_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4&t=903,7,903,1209,हम भगवान के द्वारा भेजे गए महापुरुष को कैसे पहचान सकते हैं? क्या उनके चेहरे के तेज या प्रकाश से?
_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4,https://www.youtube.com/watch?v=_ynawxVezT4&t=1209,8,1209,1549,"दीक्षा संबंधी प्रश्न:अगर नियम छूट गया, प्याज-लहसुन खा लिया या बीमार हो जाएं तो क्या करें?"
-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE&t=0,1,0,151,राधा नाम
-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE&t=151,2,151,687,"जिनके बारे में पढ़ती हूं, वही भगवान अच्छे लगने लगते हैं।"
-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE&t=687,3,687,1361,भगवान के लिए तड़पन और रोना कैसे आए?
-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE&t=1361,4,1361,2046,वह स्थिति कैसे आएगी कि भोगों के सामने होते हुए भी उनको भोगने की इच्छा न हो?
-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE,https://www.youtube.com/watch?v=-aDTTy-o7vE&t=2046,5,2046,2485,शिष्य का गुरुदेव के लिए सबसे बड़ा भाव और सबसे बड़ी सेवा कौन-सी है?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=0,1,0,179,राधा नाम
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=179,2,179,285,पत्नी ने फंसा दिया।
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=285,3,285,475,क्या श्रीजी के लिए व्याकुलता पूर्व जन्म की भक्ति से मिलती है या गुरु कृपा से?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=475,4,475,776,मन जानते हुए भी असत् कार्यों की ओर ही जाता है।
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=776,5,776,871,भगवान की इच्छा में अपनी इच्छा मिलाने का क्या तात्पर्य है?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=871,6,871,990,सब में भगवान हैं इसलिए सबसे प्रेम करो और सब असत्य है सिर्फ भगवान से प्रेम करो। इन दो वाक्यों को कैसे समझें?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=990,7,990,1209,एक जिज्ञासु भक्त कब प्रेमी भक्त में बदल जाता है?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=1209,8,1209,1348,ऐसा क्या करूं कि मेरी सारी इच्छाएं भी पूरी हो जाएं और मैं भगवान का प्रेमी भी बन जाऊं?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=1348,9,1348,1629,"कभी तो भक्ति मार्ग अच्छा लगता है, कभी ज्ञान मार्ग। समझ नहीं आ रहा कि क्या करूं?"
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=1629,10,1629,1761,ऑफिस में काम करते हुए भगवान से सरलता से कैसे जुड़ें?
gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE,https://www.youtube.com/watch?v=gHV3rttWaTE&t=1761,11,1761,2021,"भगवान का स्वभाव कैसा है, इसे कैसे जानें और जान गए तो क्या होगा?"
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=0,1,0,155,राधा नाम
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=155,2,155,275,"पति सारी सेवा स्वयं ही करते हैं, ऐसे में मैं क्या करूं?"
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=275,3,275,424,तत्त्वबोध का क्या अर्थ है?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=424,4,424,570,"मन कभी भगवान के लिए खूब रोता है और कभी एकदम गंदा हो जाता है, क्या करूं?"
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=570,5,570,754,भक्ति के सूक्ष्म अहंकार से कैसे बचें?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=754,6,754,798,पाप और पुण्य क्या हैं?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=798,7,798,854,आत्मा का अनुभव कैसे करें?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=854,8,854,1058,मन को पूर्ण भगवदाकार कितने जन्मों में बनाया जा सकता है?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=1058,9,1058,1180,"जिन्हें भगवद दर्शन हो जाते हैं, क्या वे बार-बार दर्शन कर सकते हैं या यह सिर्फ एक ही बार होता है?"
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=1180,10,1180,1321,जब सब कुछ प्रभु ही निर्धारित करते हैं तो मनुष्य के प्रयासों का महत्व है?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=1321,11,1321,1406,"आज बच्चे से लेकर बूढ़े और सभी संप्रदायों के लोग आपको सुनते हैं, इसका क्या कारण है?"
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=1406,12,1406,1452,क्या प्रेम और भक्ति एक-दूसरे के पूरक हैं?
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=1452,13,1452,1684,"सत्संग सुनते हुए ही माला कर लेता हूँ, ऐसे में मन नहीं लगता, क्या करूं?"
u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I,https://www.youtube.com/watch?v=u4atgnKjT9I&t=1684,14,1684,1990,"श्री नीम करोली बाबा पर फिल्म बनाने का सौभाग्य मिला है, ऐसे में किन बातों का ध्यान रखें?"
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=0,1,0,176,राधा नाम
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=176,2,176,331,राधा नाम जपने से क्या प्रभाव पड़ता है?
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=331,3,331,509,साधक विषय या वस्तु के आकर्षण से कैसे बचे?
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=509,4,509,586,कर्म और भाग्य में क्या प्रबल है?
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=586,5,586,824,"भगवान अपने भक्तों की परीक्षा लेते हैं, तो क्या नाम जप से उससे बचा जा सकता है?"
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=824,6,824,868,"क्या इष्ट सेवा, गुरु सेवा या संत सेवा करने से प्रारब्ध से बचा जा सकता है?"
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=868,7,868,925,क्या संतों को दूर से प्रणाम करना चाहिए या उनकी दृष्टि में आने के लिए प्रयासरत रहना चाहिए?
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=925,8,925,1093,"अपने काम से अरुचि हो रही है, तो क्या काम बदलने के लिए भगवान पर छोड़ दूं या करता रहूं?"
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=1093,9,1093,1171,भगवान को तत्व से जानने का क्या मतलब है?
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=1171,10,1171,1333,गृहस्थ में जाने-अनजाने में हो जाने वाले पाप या अपराधों से मुक्ति कैसे हो?
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=1333,11,1333,1505,"मेरे पापा मुझे 10 हजार नाम जपने पर 200 रुपये देते हैं, क्या यह सही है?"
H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs,https://www.youtube.com/watch?v=H8Z3qUMXsCs&t=1505,12,1505,1610,भगवान के घर का सदस्य कैसे बना जाता है?
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=0,1,0,175,राधा नाम
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=175,2,175,393,पति-पत्नी और सास-ससुर क्या ध्यान रखें कि संबंध अच्छे रहें?
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=393,3,393,881,"हनुमान जी को ज्ञानियों में अग्रगण्य कहा जाता है, फिर भी उन्होंने भक्ति मार्ग क्यों चुना?"
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=881,4,881,952,गुरु को हृदय से धारण कर लेना चाहिए या उनसे दीक्षा लेना ही ज़रूरी है?
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=952,5,952,1143,"उपदेश नहीं करना चाहिए, पर कभी जब कोई पूछता है तो घंटों बातचीत हो जाती है।"
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=1143,6,1143,1340,"बच्चे डॉक्टर-इंजीनियर बनें या न बनें, पर वे एक अच्छे इंसान बन जाएँ।"
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=1340,7,1340,1395,गुरु के प्रति प्रेम और श्रद्धा-विश्वास कैसे बढ़े?
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=1395,8,1395,1467,"आपने हमारा जीवन बदल दिया है, इसलिए हम आपको धन्यवाद बोलना चाहते हैं।"
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=1467,9,1467,1761,"संन्यास लेने की हिम्मत न हो और गृहस्थ मार्ग भयभीत करने वाला लगे, तो ऐसे में क्या करें?"
p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4,https://www.youtube.com/watch?v=p0hA52iPUj4&t=1761,10,1761,2024,किसी गृहस्थ साधक के जीवन में कोई समस्या आए तो क्या उसे किसी से मदद मांगनी चाहिए?
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=0,1,0,150,राधा नाम
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=150,2,150,259,क्या आपको पहले से पता चल गया था कि यह सब होने वाला है?
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=259,3,259,385,दैनिक जीवन में पूर्ण समर्पण का स्वरूप कैसा होता है?
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=385,4,385,506,अपनी भक्ति को इतना दृढ़ कैसे बनाऊं कि लोगों के विचारों से फर्क न पड़े?
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=506,5,506,659,भगवान की मर्जी में राजी रहना बड़ा मुश्किल लगता है।
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=659,6,659,732,"भक्ति बढ़ने पर संतों के दर्शन होते हैं, तो वे किस स्वरूप में होते हैं?"
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=732,7,732,829,क्या सच्चा भक्त भाग्य से ऊपर उठ जाता है?
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=829,8,829,1133,"भक्ति करते-करते सेवा छूट जाती है, क्या करूं?"
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=1133,9,1133,1364,प्रेम में डूबे भक्त की स्थिति कैसी होती है?
os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU,https://www.youtube.com/watch?v=os9_mTHWOJU&t=1364,10,1364,1798,संत किसे कहते हैं? क्या संत किसी वेश या व्यक्ति को कहते हैं?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=0,1,0,80,राधा नाम
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=80,2,80,171,गृहस्थ में रहते हुए शिवोहम की स्थिति कैसे आएगी?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=171,3,171,633,वासुदेवम् सर्वम् के भाव को कैसे अनुभव करूं?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=633,4,633,743,पाप और अपराध में क्या फर्क है?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=743,5,743,869,स्थितप्रज्ञ की स्थिति क्या होती है?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=869,6,869,981,सभी संतों में अपने गुरुदेव जैसी भावना कैसे आए?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=981,7,981,1079,क्या पिछले जन्म के कर्मों से इस जन्म में अध्यात्म में झुकाव होता है?
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=1079,8,1079,1149,"मैंने पूज्य भाईजी महाराज जी की शरण तो ले ली, पर क्या उन्होंने भी मुझे स्वीकार कर लिया?"
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=1149,9,1149,1464,"संत दर्शन करने जाएं, तो किन बातों का ध्यान रखें?"
6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0,https://www.youtube.com/watch?v=6JjOPJy1Pm0&t=1464,10,1464,1695,सब लक्षण जो नहीं होने चाहिए वे सब मुझमें हैं ऐसे में भक्ति मार्ग में कैसे चलूँ?
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=0,1,0,130,अनन्यता और कट्टरता में अंतर कैसे पहचानें?
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=130,2,130,286,"'जब मैं था तब हरि नहीं, अब हरि हैं मैं नाहिं'—यह दोहा जीवन में कैसे उतरेगा?"
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=286,3,286,469,भक्ति में लगाव और प्रेम में क्या अंतर है?
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=469,4,469,631,कर्म और प्रारब्ध में क्या भेद है?
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=631,5,631,1076,"राम, कृष्ण और गुरुदेव सब एक ही तत्व हैं, तो उस तत्व का साक्षात्कार कैसे हो?"
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=1076,6,1076,1161,अहंकार से कैसे बचूँ?
Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY,https://www.youtube.com/watch?v=Ril6ZN8ckuY&t=1161,7,1161,1357,"इस मन ने मेरा जीना हराम कर रखा है, यह हर समय गलत सोचता रहता है।"
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=0,1,0,183,राधा नाम
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=183,2,183,359,क्या भगवद प्राप्ति होने पर हमें भगवान दिखने लगते हैं?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=359,3,359,661,मन को कैसे समझाएं कि उम्र निकलती जा रही है?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=661,4,661,834,"जो लोग हमसे द्वेष रखते हैं, उनसे कैसे बचें?"
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=834,5,834,924,ऐसा क्या करूं कि इस जन्म के कर्म मुझे अगले जन्म में न भोगने पड़ें?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=924,6,924,1047,माया की रुकावटों को कैसे पहचानें और उनसे कैसे बचें?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=1047,7,1047,1144,मुझे कैसे पता चलेगा कि मैं सच में भगवान को चाहता हूं या सिर्फ दुखों से मुक्ति पाना चाहता हूं?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=1144,8,1144,1228,कहीं अच्छे कर्म करने से ऐसा तो नहीं कि मैं मोक्ष के बदले स्वर्ग चला जाऊं?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=1228,9,1228,1466,अगर अंतिम समय में मूर्छा आ गई तो क्या होगा?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=1466,10,1466,1781,भगवान को कौन से भक्त बहुत प्रिय हैं?
NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0,https://www.youtube.com/watch?v=NABG9UTDAh0&t=1781,11,1781,2062,"तुलसीदास जी कहते हैं 'राम के हो जाओ', तो राम का कैसे हुआ जाता है?"
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=0,1,0,173,राधा नाम
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=173,2,173,339,कविता
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=339,3,339,799,वह दिन था जिसने सब कुछ बदल दिया।
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=799,4,799,1082,भगवद प्राप्ति में आने वाली बाधाओं को कैसे मिटाएं?
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=1082,5,1082,1220,शरणागति और भगवद प्राप्ति में क्या अंतर है?
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=1220,6,1220,1380,"लगता था डिग्री मिल जाएगी तो मन शांत हो जाएगा, पर अब डिग्री मिलने के बाद भी शांति नहीं मिल रही है।"
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=1380,7,1380,1663,क्या ग्रहों की दशा से कर्मफल मिलता है और क्या कर्म ग्रहों की दशा से बचा सकते हैं?
c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0,https://www.youtube.com/watch?v=c2neC5hL4x0&t=1663,8,1663,2051,"एक योगी की तरह मन, बुद्धि व इंद्रियां एकदम शांत हो जाएं, ऐसी स्थिति कैसे आएगी?"
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=0,1,0,179,राधा नाम
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=179,2,179,290,"पति बोलते हैं, ""तुम सत्संगी नहीं हो, इसलिए मैं तुमसे बात नहीं करूंगा।"""
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=290,3,290,381,"मन, बुद्धि का बॉस कैसे बनूं?"
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=381,4,381,536,भगवान को पूर्ण समर्पण इतना प्रिय क्यों है?
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=536,5,536,640,भक्ति और ज्ञान में क्या संबंध है?
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=640,6,640,835,"क्या नाम का स्मरण करने, नाम को सुनने और नाम को बोलने के फल में अंतर है?"
M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok,https://www.youtube.com/watch?v=M0IH15wC8Ok&t=835,7,835,1049,मैं स्कूल की मुखिया हूं। बच्चे समझाने पर भी गलत नशे आदि में चले जाते हैं। मुझे क्या करना चाहिए?
